fecha|modeloAvion|lugarAccidente|fallecidosTotales
Nov 17, 2015|Cessna 402|Acandí, Chocó|2
Nov 16, 2015|Learjet 60|Zihuatanejo, Guerrero|0
Nov 14, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Buttles Farm, Somerset|4
Nov 10, 2015|BAe 125|Akron-Canton, Ohio|9
Nov 9, 2015|Cessna 441 Conquest|Climax, Georgia|2
Nov 3, 2015|Boeing 737-400|Lahore-Allama Muhammad Iqbal, Punjab (پنجاب)|0
Oct 26, 2015|Piper PA-31-350 Navajo Chieftain|Weston, Florida|0
Oct 26, 2015|Boeing 737-400|Johannesburg-Oliver Reginald Tambo (Jan Smuts), Gauteng|0
Oct 23, 2015|Boeing 737-300|Cuzco-Alejandro Velasco Astete, Cuzco|0
Oct 15, 2015|Comp Air CA-8|Ray, Michigan|0
Oct 14, 2015|Cessna 421B Golden Eagle II|Hammond-Northshore, Louisiana|2
Oct 14, 2015|Cessna 208B Grand Caravan|Yumbo, Valle del Cauca|3
Oct 12, 2015|Airbus A300|Afgooye, Shabeellaha Hoose (شبيلي السفلى)|0
Oct 3, 2015|Beechcraft 200 Super King Air|Stapleford, Essex|2
Oct 2, 2015|De Havilland DHC-6 Twin Otter|Mt Bajaja, South Sulawesi|10
Oct 2, 2015|Lockheed C-130 Hercules|Jalalabad, Nangarhar|14
Sep 30, 2015|De Havilland DHC-8-400 (Dash-8)|Saarbrücken, Saarland|0
Sep 25, 2015|Cessna 550 Citation Bravo|Lismore, New South Wales|0
Sep 24, 2015|Cessna 421B Golden Eagle II|Ozren, Republika Srpska|1
Sep 21, 2015|Rockwell Grand Commander 680|Boise, Idaho|0
Sep 15, 2015|Piper PA-31-350 Navajo Chieftain|Thompson, Manitoba|0
Sep 15, 2015|De Havilland DHC-3 Otter|Iliamna, Alaska|3
Sep 11, 2015|Piper PA-60 Aerostar (Ted Smith 600)|San Pedro de los Milagros, Antioquia|2
Sep 5, 2015|BAe 125|Atlantic Ocean, All World|7
Aug 31, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Cannes, Alpes-Maritimes|0
Aug 28, 2015|Boeing 737-300|Wamena, Special Region of Papua|0
Aug 26, 2015|Cessna 550 Citation II|Charallave-Óscar Machado Zuloaga, Miranda|0
Aug 23, 2015|De Havilland DHC-2 Beaver|Les Bergeronnes, Quebec|6
Aug 21, 2015|Eclipse EA500|Danbury, Connecticut|0
Aug 20, 2015|Let L-410|Červený Kameň, Trenčín Region|3
Aug 20, 2015|Let L-410|Červený Kameň, Trenčín Region|4
Aug 16, 2015|Beechcraft 100 King Air|Margaree, Nova Scotia|0
Aug 16, 2015|ATR42-300|Oksibil, Special Region of Papua|54
Aug 16, 2015|Rockwell Sabreliner 60|San Diego-Brown Field, California|4
Aug 16, 2015|Cessna 441 Conquest|Cape Town, Western Cape|5
Aug 12, 2015|PAC 750XL - Pacific Aerospace Corporation|Ninia, Special Region of Papua|1
Aug 9, 2015|De Havilland DHC-2 Beaver|Barkárdal, Northeastern Region (Norðurland eystra)|1
Aug 9, 2015|Cessna 421B Golden Eagle II|Clovis, New Mexico|0
Aug 8, 2015|Cessna 402|Cajicá, Cundinamarca|3
Aug 7, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Saranac Lake-Adirondack, New York|4
Aug 1, 2015|PZL-Mielec AN-2|Stăncuța, Brăila|1
Jul 31, 2015|Embraer EMB-505 Phenom 300|Blackbushe, Hampshire|4
Jul 29, 2015|Socata TBM-700|Milwaukee-Lawrence J. Timmerman, Wisconsin|2
Jul 27, 2015|Embraer C-95 Bandeirante|Lagoa Santa AFB (Belo Horizonte), Minas Gerais|0
Jul 26, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Tokyo-Chōfu, Kantō|3
Jul 24, 2015|ATR72-200|Yangon-Mingaladon, Yangon Region|0
Jul 22, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Oshkosh, Wisconsin|0
Jul 17, 2015|Cessna 207 Skywagon/Stationair|Point Howard, Alaska|1
Jul 2, 2015|De Havilland DHC-6 Twin Otter|Kuredu Island, North Central Province|0
Jun 25, 2015|De Havilland DHC-3 Otter|Ella Lake, Alaska|9
Jun 20, 2015|Cessna 303 Crusader|Serranía del Baudó, Chocó|1
Jun 8, 2015|Hawker 800XP|Port Harcourt, Rivers|0
Jun 7, 2015|Beechcraft 90 King Air|Belo Horizonte-Pampulha-Carlos Drummond de Andrade, Minas Gerais|3
May 30, 2015|Cessna 207 Skywagon/Stationair|Bethel, Alaska|1
May 7, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Spokane-Felts Field, Washington|2
Apr 24, 2015|Pilatus PC-12|Ciudad Acuña-El Bonito, Coahuila|0
Apr 14, 2015|Airbus A320|Hiroshima, Chūgoku|0
Apr 13, 2015|Swearingen SA226 Metro II|Mount Seymour, British Columbia|2
Apr 7, 2015|Cessna 414 Chancellor|Bloomington, Illinois|7
Apr 3, 2015|Antonov AN-74|Barneo Ice Camp, Arkhangelsk oblast|0
Mar 29, 2015|Airbus A320|Halifax-Stanfield, Nova Scotia|0
Mar 25, 2015|PZL-Mielec AN-2|Promin, Volyn Oblast|2
Mar 24, 2015|Airbus A320|Prads-Haute-Bléone, Alpes-de-Haute-Provence|150
Mar 19, 2015|Beechcraft 90 King Air|Laguna del Sauce, Maldonado|10
Mar 8, 2015|De Havilland DHC-8-400 (Dash-8)|Hubli, Karnataka|0
Mar 5, 2015|McDonnell Douglas MD-88|New York-LaGuardia, New York|0
Mar 4, 2015|Airbus A330|Kathmandu-Tribhuvan, Bagmati|0
Feb 22, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Spokane-Felts Field, Washington|1
Feb 4, 2015|Cessna 441 Conquest|Denton, Texas|1
Feb 4, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Lubbock, Texas|1
Feb 4, 2015|ATR72-600|Taipei-Songshan, Taipei City (臺北市)|43
Feb 2, 2015|Bae Jetstream 41|Rhodes-Diagoras, South Aegean / Νότιο Αιγαίο|0
Jan 30, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Sézenove, Geneva|1
Jan 18, 2015|Antonov AN-26|Abu Adh Dhuhur, Idlib Governorate (مُحافظة ادلب‎)|30
Jan 17, 2015|Bombardier Global 5000|Tacloban, Leyte|0
Jan 15, 2015|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Donaueschingen-Villingen, Baden-Württemberg|0
Jan 3, 2015|Antonov AN-26|Magadan-Sokol, Magadan oblast|0
Dec 24, 2014|Cessna 207 Skywagon/Stationair|Piedecuesta, Santander|7
Dec 12, 2014|Antonov AN-26|Obo, Haut-Mbomou|0
Dec 8, 2014|Embraer EMB-500 Phenom 100|Gaithersburg, Maryland|6
Dec 3, 2014|Cessna 340|Riyadh-King Khaled, Manţiqat ar Riyāḍ (منطقة الرياض)|0
Nov 24, 2014|Gulfstream GIII|Biggin Hill, London Metropolis|0
Nov 23, 2014|Rockwell Aero Commander 500|McDade, Texas|1
Nov 21, 2014|Embraer EMB-500 Phenom 100|Houston-Sugar Land, Texas|0
Nov 20, 2014|Cessna 207 Skywagon/Stationair|La Molina, Lima|3
Nov 18, 2014|Rockwell Aero Commander 500|Chicago-Midway, Illinois|1
Nov 9, 2014|Learjet 35|Freeport, West Grand Bahama|9
Oct 30, 2014|Beechcraft 200 Super King Air|Wichita-Dwight D. Eisenhower (Mid-Continent), Kansas|4
Oct 29, 2014|Short 360|Sint Maarten, Dutch Antilles|2
Oct 20, 2014|Dassault Falcon 50|Moscow-Vnukovo, Moscow oblast|4
Oct 13, 2014|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Dubuque, Iowa|1
Oct 12, 2014|Rockwell Grand Commander 690|Zahedan, Sistan and Baluchestan|7
Oct 5, 2014|Socata TBM-850|Fayetteville, Georgia|0
Sep 25, 2014|Beechcraft 90 King Air|Oneida-Scott, Tennessee|0
Sep 20, 2014|De Havilland DHC-6 Twin Otter|Port Moresby, National Capital District|4
Sep 14, 2014|Beechcraft 300 Super King Air|Nordelta, Buenos Aires province|2
Sep 10, 2014|Piper PA-61 Aerostar (Ted Smith 601)|Austin-Bergstrom, Texas|1
Sep 3, 2014|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Cortez, Colorado|0
Aug 31, 2014|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Erie, Colorado|5
Aug 27, 2014|Cessna 421C Golden Eagle III|Las Cruces, New Mexico|4
Aug 18, 2014|Cessna 340|Freeport, West Grand Bahama|4
Aug 16, 2014|Piper PA-31-310 Navajo|Grand Manan Islands, New Brunswick|2
Aug 15, 2014|Cessna 414 Chancellor|Bowie, Texas|2
Aug 13, 2014|Cessna 560XLS Citation Excel|Santos, São Paulo|7
Aug 1, 2014|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Statesville, North Carolina|0
Jul 26, 2014|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Clayton, Georgia|1
Jul 24, 2014|McDonnell Douglas MD-83|Gossi, Tombouctou|116
Jul 23, 2014|ATR72-500|Magong, Penghu County (澎湖縣)|48
Jul 19, 2014|PAC 750XL - Pacific Aerospace Corporation|Golgubip, Western (Fly)|0
Jul 6, 2014|Britten-Norman Islander|Monkey Mountain, Potaro-Siparuni|0
Jul 2, 2014|Fokker 50|Nairobi-Jomo Kenyatta (ex Embakasi), Nairobi City District|4
Jun 25, 2014|Beechcraft 90 King Air|Houston-Municipal, Mississippi|0
Jun 23, 2014|Learjet 35|Olsberg, North Rhine-Westphalia|2
Jun 18, 2014|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Lehman, Texas|3
Jun 18, 2014|IAI 1124 Westwind|Huntsville, Alabama|3
Jun 17, 2014|Grumman G-21A Goose|Sula, Montana|1
Jun 13, 2014|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|White Plains-Westchester County, New York|1
Jun 13, 2014|Cessna 525 CitationJet CJ1|Aruanã, Goiás|0
Jun 8, 2014|PZL-Mielec AN-2|Olsztyn, Warmian-Masurian Voivodeship (Warmińsko-Mazurskie)|0
May 31, 2014|Gulfstream GIV|Bedford-Laurence G. Hanscom Field, Massachusetts|7
May 27, 2014|Beechcraft 200 Super King Air|Carmelo, Colonia|5
May 17, 2014|Rockwell Shrike Commander 500|Fort Huachuca, Arizona|1
May 10, 2014|Cessna 207 Skywagon/Stationair|Page, Arizona|1
May 8, 2014|Boeing 737-400|Kabul, Kabul|0
May 8, 2014|Douglas DC-3|San Vicente del Caguán, Caquetá|5
May 3, 2014|Piper PA-31-310 Navajo|Coromoro, Santander|2
Apr 19, 2014|BAe 125|Saltillo, Coahuila|8
Apr 9, 2014|Quest Kodiak 100|Doyo Baru, Special Region of Papua|2
Apr 8, 2014|Cessna 208B Grand Caravan|Kwethluk, Alaska|2
Mar 27, 2014|Beechcraft 200 Super King Air|Chandigarh, Chandigarh|0
Mar 22, 2014|Socata TBM-700|Ridgway Reservoir, Colorado|5
Mar 19, 2014|Piper PA-61 Aerostar (Ted Smith 601)|Aurora, Colorado|1
Mar 15, 2014|Cessna 303 Crusader|Barcelonnette-Saint-Pons, Alpes-de-Haute-Provence|0
Mar 14, 2014|Cessna 402|Stuart-Witham Field, Florida|0
Mar 13, 2014|Airbus A320|Philadelphia, Pennsylvania|0
Mar 12, 2014|Beechcraft 90 King Air|Villavicencio, Meta|5
Mar 3, 2014|Dassault Falcon 20|Kish Island, Hormozgān|4
Mar 3, 2014|Beechcraft 90 King Air|Guasdualito, Apure|0
Feb 27, 2014|Partenavia P.68|Panda Ranch (Molokai), Hawaii|0
Feb 26, 2014|Piper PA-31-350 Navajo Chieftain|Lanai, Hawaii|3
Feb 19, 2014|Beechcraft 100 King Air|Pearland, Texas|1
Feb 17, 2014|Avro 748|Rubkona, Unity (الوحدة)|1
Feb 16, 2014|De Havilland DHC-6 Twin Otter|Dihidanda, Lumbini|18
Feb 15, 2014|Cessna 501 Citation I|Stella Maris, Long Island|0
Feb 11, 2014|Lockheed C-130 Hercules|Aïn Kercha, Oum el-Bouaghi|76
Feb 4, 2014|PAC Cresco 08-600 (08-750)|Otane, Hawke's Bay Regional Council|0
Feb 3, 2014|Cessna 525 CitationJet CJ1|Elk City, Oklahoma|0
Feb 3, 2014|Rockwell Gulfstream 690C Jetprop 840|Bellevue, Tennessee|4
Feb 3, 2014|Beechcraft 90 King Air|Lanseria, Gauteng|3
Jan 29, 2014|Piper PA-31-310 Navajo|Aldinga, South Australia|0
Jan 29, 2014|De Havilland DHC-8-200 (Dash-8)|Ilulissat, Qaasuitsup Kommunia|0
Jan 28, 2014|Saab 2000|Paris-Roissy-CDG, Val-d'Oise|0
Jan 27, 2014|Beechcraft 90 King Air|Columbia, California|0
Jan 22, 2014|Antonov AN-24|Moscow-Domodedovo, Moscow oblast|0
Jan 18, 2014|Douglas DC-9|Saltillo, Coahuila|0
Jan 12, 2014|Cessna 501 Citation I|Trier-Föhren, Rhineland-Palatinate|4
Jan 5, 2014|Airbus A320|Jaipur, Rajasthan|0
Jan 5, 2014|Canadair CL-601 Challenger|Aspen-Pitkin County-Sardy Field, Colorado|1
Dec 28, 2013|Piper PA-31-310 Navajo|Port Raúl Marín Balmaceda, Región Aysén del General Carlos Ibáñez del Campo|0
Dec 26, 2013|Antonov AN-12|Irkutsk-2 (Northwest/Vostochny), Irkutsk oblast|9
Dec 22, 2013|Boeing 747-400|Johannesburg-Oliver Reginald Tambo (Jan Smuts), Gauteng|0
Dec 17, 2013|Raytheon 390 Premier I|Atlanta-Fulton County-Brown Field, Georgia|2
Dec 4, 2013|Boeing 747-200|Abuja, Abuja Federal Capital Territory|0
Dec 4, 2013|Britten-Norman Islander|Aldeia Pikany, Pará|5
Dec 3, 2013|Rockwell Grand Commander 680|Crescent City, Florida|0
Dec 2, 2013|Swearingen SA227 Metro III|La Alianza, All Puerto Rico|2
Nov 30, 2013|Antonov AN-26|Omega AFB, Kavango Region|0
Nov 29, 2013|Cessna 208B Grand Caravan|Saint Mary's, Alaska|4
Nov 29, 2013|Embraer ERJ-190|Divundu, Kavango Region|33
Nov 19, 2013|Socata TBM-700|Mouffy, Yonne|6
Nov 17, 2013|Boeing 737-500|Kazan, Republic of Tatarstan|50
Nov 10, 2013|Mitsubishi MU-2 Marquise|Owasso, Oklahoma|1
Nov 3, 2013|Swearingen SA227 Metro III|Riberalta, Beni|8
Nov 3, 2013|Britten-Norman Islander|Devils'Hole, Channel Islands|0
Nov 1, 2013|Beechcraft 90 King Air|Springdale, Arkansas|2
Oct 26, 2013|Antonov AN-2|Tayozhny, Krasnoyarsk Krai|2
Oct 19, 2013|Pilatus PC-6 (Porter & Turbo Porter)|Namur, Namur|11
Oct 19, 2013|ATR42-300|Madang, Madang|0
Oct 16, 2013|ATR72-600|Pakse, Champasak Province|49
Oct 14, 2013|Cessna 208B Grand Caravan|Loreto, Baja California Sur|14
Oct 10, 2013|De Havilland DHC-6 Twin Otter|Kudat, Sabah|2
Oct 10, 2013|Cessna 340|Hampton Roads-Executive, Virginia|4
Oct 10, 2013|PZL-Mielec AN-2|Skulyn, Volyn Oblast|2
Oct 6, 2013|Britten-Norman Islander|Culebra Island, All Puerto Rico|1
Oct 4, 2013|Cessna 340|Paulden, Arizona|4
Oct 3, 2013|Embraer EMB-120 Brasília|Lagos-Murtala Muhammed, Lagos|16
Sep 29, 2013|Cessna 525 CitationJet CJ2|Santa Monica, California|4
Sep 24, 2013|Cessna 421C Golden Eagle III|Lyon-Bron, Rhône|4
Sep 19, 2013|Beechcraft 90 King Air|Idaho Falls, Idaho|0
Sep 18, 2013|PZL-Mielec AN-2|Nyagan, Khantia-Mansia okrug|0
Sep 9, 2013|Dornier DO228|Viña del Mar, Región de Valparaíso|2
Sep 4, 2013|Cessna 303 Crusader|Jersey, Channel Islands|2
Sep 4, 2013|Cessna 207 Skywagon/Stationair|Colorado Springs, Colorado|0
Aug 27, 2013|Cessna 421C Golden Eagle III|Paris, Illinois|1
Aug 25, 2013|Antonov AN-26|Guriceel, Galgaduud (جلجدود‎)|0
Aug 25, 2013|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Cat Cay, Bimini|0
Aug 22, 2013|De Havilland DHC-3 Otter|Ivanhoe Lake, Northwest Territories|1
Aug 22, 2013|Britten-Norman Islander|Purísima del Maguey, Zacatecas|0
Aug 16, 2013|De Havilland DHC-2 Beaver|Hesquiat Lake, British Columbia|2
Aug 14, 2013|Airbus A300-600|Birmingham–Shuttlesworth, Alabama|2
Aug 9, 2013|Rockwell Grand Commander 690|New Haven, Connecticut|4
Aug 8, 2013|Socata TBM-850|Clermont-Ferrand-Auvergne (Aulnat), Puy-de-Dôme|3
Aug 5, 2013|Beechcraft 200 Super King Air|Akureyri, Northeastern Region (Norðurland eystra)|2
Aug 1, 2013|Piper PA-31-310 Navajo|Eilat (אילת), Southern District|1
Jul 22, 2013|Boeing 737-700|New York-LaGuardia, New York|0
Jul 6, 2013|Boeing 777-200|San Francisco, California|3
Jul 5, 2013|Rockwell Sabreliner 65|Las Vegas-McCarran, Nevada|0
Jul 3, 2013|Canadair CL-415|Moosehead Lake, Newfoundland & Labrador|0
Jun 28, 2013|PZL-Mielec AN-2|Terenozek, Kyzylorda|1
Jun 25, 2013|Beechcraft 200 Super King Air|Chicago-Executive (Palwaukee), Illinois|0
Jun 25, 2013|Piper PA-31-350 Navajo Chieftain|Jérémie, Grand'Anse|2
Jun 20, 2013|Rockwell Grand Commander 690|McClellanville, South Carolina|2
Jun 19, 2013|PZL-Mielec AN-2|Fertöszentmiklós, Győr-Moson-Sopron|0
Jun 13, 2013|Canadair CL-601 Challenger|Chino, California|0
Jun 13, 2013|Saab 340|Marsh Harbour, Central Abaco|0
Jun 10, 2013|Beechcraft 100 King Air|Saint-Mathieu-de-Beloeil, Quebec|0
Jun 10, 2013|Xian MA60|Kupang, East Nusa Tenggara|0
Jun 8, 2013|Cessna 340|Boynton Beach, Florida|1
Jun 7, 2013|Beechcraft 200 Super King Air|Baton Rouge, Louisiana|1
Jun 4, 2013|De Havilland DHC-2 Beaver|Petersburg-James A. Johnson, Alaska|1
Jun 1, 2013|Dornier DO228|Simikot, Karnali|0
May 31, 2013|BAe ATP|Wamena, Special Region of Papua|0
May 24, 2013|PZL-Mielec AN-2|Jyl-Kol, Jalal-Abad Province|3
May 19, 2013|Lockheed C-130 Hercules|Shank AFB, Logar|0
May 16, 2013|Cessna 421C Golden Eagle III|Floriston, California|1
May 16, 2013|Xian MA60|Mong Hsat, Shan State|0
May 16, 2013|De Havilland DHC-6 Twin Otter|Jomsom, Dhawalagiri|0
May 15, 2013|PZL-Mielec AN-2|Chernolesskoye, Stavropol Krai|1
May 13, 2013|Learjet 35|McMinnville, Oregon|0
May 10, 2013|PZL-Mielec AN-2|Strehaia, Mehedinți|0
May 2, 2013|Grumman G-44 Widgeon|Catskill, New York|1
Apr 28, 2013|Socata TBM-700|Budel-Kempen, North Brabant|0
Apr 27, 2013|Beechcraft MC-12W Liberty|Kandahar, Kandahar|4
Apr 26, 2013|Socata TBM-700|Rotenburg-Wümme, Lower Saxony|4
Apr 13, 2013|Boeing 737-800|Denpasar-I Gusti Ngurah Rai, Bali|0
Apr 4, 2013|Cessna 402|Mayaguana, Mayaguana|3
Apr 3, 2013|Cessna 207 Skywagon/Stationair|Island Lake, Manitoba|0
Mar 17, 2013|Raytheon 390 Premier I|South Bend, Indiana|2
Mar 15, 2013|Piper PA-31 Cheyenne|Fort Lauderdale-Executive, Florida|3
Mar 12, 2013|Embraer EMB-820 Navajo/Carajá|Almeirim, Pará|10
Mar 8, 2013|Beechcraft 1900C|Dillingham, Alaska|2
Mar 6, 2013|Partenavia P.68|Roskilde, Sjælland|2
Mar 6, 2013|Beechcraft 200 Super King Air|Pias, La Libertad|9
Mar 4, 2013|Fokker 50|Goma, Nord-Kivu|7
Mar 4, 2013|Raytheon 390 Premier I|Annemasse, Haute-Savoie|2
Feb 24, 2013|Beechcraft 60 Duke|Abilene, Texas|0
Feb 20, 2013|Raytheon 390 Premier I|Thomson-McDuffie County, Georgia|5
Feb 13, 2013|Antonov AN-24|Donetsk, Donetsk Oblast|5
Feb 11, 2013|Casa-Nurtanio CN-235 (IPTN)|Monrovia-Roberts, Margibi (Gibi & Marshall)|11
Feb 7, 2013|PZL-Mielec AN-2|Knyazhyn, Zhytomyr Oblast|0
Feb 6, 2013|Beechcraft 90 King Air|Casa Grande, Arizona|2
Feb 3, 2013|Beechcraft 90 King Air|Cândido Mota, São Paulo|5
Feb 2, 2013|ATR72-500|Rome-Fiumicino-Leonardo da Vinci, Lazio|0
Jan 29, 2013|Canadair RegionalJet CRJ-200|Almaty, Almaty Province|21
Jan 23, 2013|De Havilland DHC-6 Twin Otter|Mt Elizabeth, All Antarctica|3
Jan 16, 2013|Pilatus PC-12|Burlington-Alamance, North Carolina|1
Jan 15, 2013|Cessna 208B Grand Caravan|Pellston-Emmet County, Michigan|1
Jan 2, 2013|Piper PA-60 Aerostar (Ted Smith 600)|North Las Vegas, Nevada|0
Dec 29, 2012|Tupolev TU-204|Moscow-Vnukovo, Moscow oblast|5
Dec 25, 2012|Antonov AN-72|Shymkent, South Kazakhstan|27
Dec 25, 2012|Fokker 100|Heho, Shan State|2
Dec 24, 2012|Piper PA-31-350 Navajo Chieftain|Leesburg, Florida|1
Dec 22, 2012|Swearingen SA227 Metro III|Sanikiluaq, Nunavut|1
Dec 19, 2012|Beechcraft 100 King Air|Libby, Montana|2
Dec 15, 2012|Piper PA-31 Cheyenne|Ely, Nevada|2
Dec 8, 2012|Cessna 421C Golden Eagle III|Palm Beach County Park-Lantana, Florida|1
Dec 8, 2012|Fletcher FU-24|Rotorua, Bay of Plenty Regional Council|1
Dec 5, 2012|Douglas C-47 Skytrain (DC-3)|Mt Drakensberg, KwaZulu-Natal|11
Dec 2, 2012|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Greensburg, Indiana|4
Nov 30, 2012|Ilyushin II-76|Brazzaville, Brazzaville City District|32
Nov 28, 2012|Comp Air CA-8|Merritt Island, Florida|0
Nov 25, 2012|Piper PA-31-350 Navajo Chieftain|Grand Central (Midrand), Gauteng|0
Nov 21, 2012|Antonov AN-26|Deputatsky, Republic of Yakutia (Sakha)|0
Nov 18, 2012|Cessna 208B Grand Caravan|Snow Lake, Manitoba|1
Nov 17, 2012|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|La Crete, Alberta|1
Nov 16, 2012|Airbus A300|Bratislava-Ivanka-Milan Rastislav Štefánik, Bratislava Region|0
Nov 11, 2012|Cessna 525 CitationJet CJ3|São Paulo-Congonhas, São Paulo|0
Nov 10, 2012|Cessna 421C Golden Eagle III|Shaver Lake, California|2
Nov 6, 2012|Piper PA-31 Cheyenne|Curitiba-Bacacheri, Paraná|4
Oct 25, 2012|Cessna 208B Grand Caravan|Yola, Adamawa|0
Oct 22, 2012|Beechcraft 90 King Air|Sturtevant, Wisconsin|0
Oct 3, 2012|PAC 750XL - Pacific Aerospace Corporation|Yahukimo, Special Region of Papua|2
Oct 1, 2012|De Havilland DH.84 Dragon|Borumba Dam, Queensland|6
Sep 30, 2012|Cessna 414 Chancellor|Ellbögen, Tyrol|6
Sep 28, 2012|Dornier DO228|Kathmandu-Tribhuvan, Bagmati|19
Sep 18, 2012|Beechcraft Beechjet 400|Macon, Georgia|0
Sep 15, 2012|Learjet 24|Rønne (Bornholm Island), Hovedstaden|0
Sep 12, 2012|PZL-Mielec AN-28|Palana, Kamchatka Krai|10
Sep 5, 2012|Cessna 421B Golden Eagle II|Fort Worth-Spinks, Texas|0
Aug 31, 2012|ATR42-500|Lahore, Punjab (پنجاب)|0
Aug 30, 2012|Britten-Norman Islander|Jhuosi, Hualien County (花蓮縣)|3
Aug 25, 2012|De Havilland DHC-2 Beaver|Kenai, Alaska|0
Aug 24, 2012|Pilatus PC-12|Solemont, Doubs|4
Aug 24, 2012|Piper PA-31-350 Navajo Chieftain|Bontang, East Kalimantan|4
Aug 19, 2012|Antonov AN-26|Talodi, South Kordofan (جنوب كردفان)|32
Aug 11, 2012|Beechcraft G18S|Taylorville, Illinois|1
Aug 6, 2012|Embraer EMB-505 Phenom 300|Altenrhein, Saint Gallen|0
Aug 2, 2012|Cessna 500 Citation|Santiago de Compostela, Galicia|2
Jul 28, 2012|Beechcraft 200 Super King Air|Juiz de Fora, Minas Gerais|8
Jul 17, 2012|Canadair RegionalJet CRJ-200|Saint George, Utah|1
Jul 13, 2012|Gulfstream GIV|Le Castellet, Var|3
Jul 12, 2012|Embraer EMB-121 Xingu|Angra dos Reis, Rio de Janeiro|3
Jul 3, 2012|Piper PA-31 Cheyenne|Catacamas-El Aguacate, Olancho|1
Jul 1, 2012|Technoavia SM-92 Turbo Finist|Bollullos de la Mitación-La Juliana, Andalusia|0
Jun 27, 2012|Ilyushin II-76|Tver-Migalovo AFB, Tver oblast|0
Jun 22, 2012|Beechcraft 90 King Air|Morgantown, West Virginia|1
Jun 21, 2012|Fokker F27 Friendship|Jakarta-Halim Perdanakusuma, City District of Jakarta|11
Jun 20, 2012|Grumman G-159 Gulfstream I|Pweto, Katanga|0
Jun 18, 2012|Beechcraft Beechjet 400|Atlanta-DeKalb-Peachtree, Georgia|0
Jun 11, 2012|PZL-Mielec AN-2|Serov, Sverdlovsk oblast|13
Jun 7, 2012|Pilatus PC-12|Lake Wales, Florida|6
Jun 7, 2012|Learjet 60|Aspen-Pitkin County-Sardy Field, Colorado|0
Jun 3, 2012|Lockheed P-2 Neptune|Modena, Utah|2
Jun 2, 2012|Boeing 727-200|Accra-Kotoka, Greater Accra|10
May 23, 2012|Antonov AN-30|Čáslav AFB, Central Bohemian Region (Stredočesky kraj)|0
May 17, 2012|Short 360|Houston-George Bush-Intercontinental, Texas|0
May 14, 2012|Dornier DO228|Jomsom, Dhawalagiri|15
May 13, 2012|De Havilland DHC-2 Beaver|Peachland, British Columbia|3
May 9, 2012|Sukhoi Superjet 100-95|Mt Salak, West Java|45
May 5, 2012|Piper PA-42 Cheyenne|Grand Case, Saint-Martin|4
Apr 28, 2012|Antonov AN-24|Galkayo, Mudug (مدق‎)|0
Apr 25, 2012|Pilatus PC-6 (Porter & Turbo Porter)|Muaritan, West Kalimantan|2
Apr 23, 2012|PZL-Mielec AN-2|Knyazhichi, Sumy Oblast|0
Apr 23, 2012|PZL-Mielec AN-2|Dârvari, Prahova|0
Apr 20, 2012|Boeing 737-200|Islamabad, Islamabad Capital Territory (وفاقی دارالحکومت)|127
Apr 20, 2012|Beechcraft 90 King Air|Jundiaí, São Paulo|1
Apr 19, 2012|Cessna 421C Golden Eagle III|Gulf of Mexico, All World|1
Apr 6, 2012|Comp Air CA-8|Everglades City, Florida|1
Apr 3, 2012|Beechcraft 90 King Air|Oranjestad, Dutch Antilles|0
Apr 2, 2012|ATR72-200|Tyumen-Roshchino, Tyumen oblast|33
Mar 29, 2012|Fokker 50|Wau, Western Bahr el Ghazal (غرب بحر الغزال)|0
Mar 27, 2012|Cessna 441 Conquest|Battle Creek-Kellogg Field-Executive, Michigan|0
Mar 23, 2012|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Wellington Aero Club, Florida|0
Mar 15, 2012|Lockheed C-130 Hercules|Kiruna, Norrbotten|5
Mar 15, 2012|Cessna 501 Citation I|Franklin-Macon County, North Carolina|5
