Image|Date|Operator|A/C Type|Location|Fatalities|Registration|Unnamed: 7
|Oct 31, 2016|Perkumpulan Penerbangan Alfa Indonesia|De Havilland DHC-4 Caribou|Ilaga, Special Region of West Papua|4|PK-SWW|+
|Oct 30, 2016||Beechcraft 100 King Air|Jeffersonville-Clark County, Indiana|0|N411HA|+
|Oct 28, 2016|Highland Air|Pilatus PC-6 (Porter & Turbo Porter)|Port Alsworth, Alaska|1|N5308F|+
|Oct 23, 2016|Bob McCully|Beechcraft D18|Deming, New Mexico|0|N644B|+
|Oct 21, 2016||Airbus A300|Recife-Guararapes, Pernambuco|0|PR-STN|+
|Oct 20, 2016|Ian McMahon|Piper PA-61 Aerostar (Ted Smith 601)|Carrollton, Georgia|0|N601UK|+
|Oct 17, 2016||Piper PA-61 Aerostar (Ted Smith 601)|Karlsruhe-Baden-Baden, Baden-Württemberg|0|N20NR|+
|Oct 15, 2016|Sterna Aviation|Socata TBM-900|Fairoaks, Surrey|0|M-VNTR|+
|Oct 11, 2016||Antonov AN-26|Belaya Gora, Republic of Yakutia (Sakha)|0|RA-26660|+
|Oct 10, 2016|101190984 Saskatchewan|De Havilland DHC-2 Beaver|Laidman Lake, British Columbia|1|C-GEWG|+
|Oct 9, 2016||Cessna 207 Skywagon/Stationair|Uchuquinua, Cajamarca|3|OB-1936-P|+
|Oct 2, 2016||Cessna 208B Grand Caravan|Togiak, Alaska|3|N208SD|+
|Sep 30, 2016|Llanera de Aviación|Cessna 208B Grand Caravan|San Antonio de Prado, Antioquia|4|HK-3804|+
|Sep 30, 2016||De Havilland DHC-2 Beaver|Lopez Island, Washington|0|N6781L|+
|Sep 21, 2016|OIA Enterprises|Beechcraft 100 King Air|Jackson-McKellar Sipes, Tennessee|0|N66804|+
|Sep 13, 2016||Boeing 737-300|Wamena, Special Region of Papua|0|PK-YSY|+
|Sep 10, 2016|Joaquin Hurricane|Beechcraft 200 Super King Air|Orlando-Apopka, Florida|0|N369CD|+
|Sep 7, 2016|Wolf Aviation - USA|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Chariton, Iowa|1|N465JM|+
|Aug 31, 2016||Cessna 208B Grand Caravan|Russian Mission, Alaska|3|N752RV|+
|Aug 14, 2016|Oxford University Aircraft Charters|Piper PA-31-310 Navajo|Tuscaloosa, Alabama|6|N447SA|+
|Aug 8, 2016||De Havilland DHC-2 Beaver|Iliamna, Alaska|0|N95RC|+
|Aug 5, 2016||Boeing 737-400|Bergamo-Orio al Serio, Lombardy|0|HA-FAX|+
|Aug 3, 2016||Boeing 777-300|Dubai, Dubai|0|A6-EMW|+
|Aug 2, 2016|Cessna 414 LLC|Cessna 414 Chancellor|Destin-Executive, Florida|1|N2735A|+
|Jul 31, 2016|Lemaks|PZL-Mielec AN-2|Krapivninsky, Kemerovo oblast|3|RA-54790|+
|Jul 26, 2016||Embraer EMB-505 Phenom 300|Houston-Sugar Land, Texas|0|N362FX|+
|Jul 20, 2016|Joy General Aviation|Cessna 208B Grand Caravan|Jinshan, Shanghai|5|B-10FW|+
|Jul 17, 2016||Beechcraft 200 Super King Air|Iqaluit, Nunavut|0|C-FCGW|+
|Jun 30, 2016||PZL-Mielec AN-2|Novopokrovskoye, Saratov oblast|2|RA-33462|+
|Jun 20, 2016||Swearingen SA226T Merlin III|Farmingdale-Republic, New York|0|N127WD|+
|Jun 19, 2016||BAe 146|Khark, Bushehr|0|EP-MOF|+
|Jun 17, 2016||Cessna 207 Skywagon/Stationair|Goodnews Bay, Alaska|0|N91170|+
|Jun 16, 2016||Piper PA-31-310 Navajo|State College-University Park, Pennsylvania|2|N3591P|+
|Jun 11, 2016||Pilatus PC-6 (Porter & Turbo Porter)|Cecina, Tuscany|2|S5-CMB|+
|Jun 3, 2016||Cessna 208B Grand Caravan|Akobo, Jonglei (جونقلي)|0|5Y-JLL|+
|Apr 28, 2016||Embraer ERJ-190|Cuenca-Mariscal La Mar, Azuay|0|HC-COX|+
|Apr 26, 2016|Russell N. Smith|Cessna 421B Golden Eagle II|Foley, Alabama|0|N3372Q|+
|Apr 24, 2016||Swearingen SA226AT Merlin IV|Girona, Catalonia|0|EC-GFK|+
|Apr 21, 2016|Agropecuária Otura|Beechcraft 300 Super King Air|Porto Seguro-Terravista Golf Club, Bahia|0|PT-MCM|+
|Apr 20, 2016||Beechcraft 1900D|Gander, Newfoundland & Labrador|0|C-FEVA|+
|Apr 19, 2016||Beechcraft 90 King Air|Slidell, Louisiana|2|N7MC|+
|Apr 13, 2016||Britten-Norman Islander|Kiunga, Western (Fly)|12|P2-SBC|+
|Apr 9, 2016||De Havilland DHC-6 Twin Otter|Fentress, Texas|0|N122PM|+
|Apr 6, 2016||BAe 125|Kanoya AFB, Kyūshū|6|49-3043|+
|Apr 4, 2016||ATR42-600|Jakarta-Halim Perdanakusuma, City District of Jakarta|0|PK-TNJ|+
|Apr 3, 2016|Technoservis-A|PZL-Mielec AN-2|Aksarino, Republic of Tatarstan|0|RA-54828|+
|Mar 29, 2016||Mitsubishi MU-2 Marquise|Le Havre-aux-Maisons (Magdalen Islands), Quebec|7|N246W|+
|Mar 19, 2016||Boeing 737-800|Rostov-on-Don, Rostov oblast|62|A6-FDN|+
|Mar 18, 2016|Ciro Nogueira Comercio de Motocicletas|Beechcraft 90 King Air|Oeiras, Piauí|0|PP-JBL|+
|Mar 18, 2016|Ninerxray Inc.|Cessna 340|Tampa-Peter O’Knight, Florida|2|N6239X|+
|Mar 14, 2016||Beechcraft Beechjet 400|Rome-Richard B. Russell, Georgia|0|N465FL|+
|Mar 9, 2016||Antonov AN-26|Cox's Bazar, Chittagong|3|S2-AGZ|+
|Mar 2, 2016|Daniel J. Murray|Travel Air 4000|Palmer Lake, Colorado|2|N6464|+
|Feb 24, 2016||De Havilland DHC-6 Twin Otter|Dana, Dhawalagiri|23|9N-AHH|+
|Feb 6, 2016|Light Air|PZL-Mielec AN-2|Gai, Orenburg oblast|3|RA-40204|+
|Feb 1, 2016||Socata TBM-900|Florianópolis-Hercílio Luz, Santa Catarina|2|PP-LIG|+
|Jan 30, 2016||Rockwell Sabreliner 75|Santiago de Querétaro, Querétaro|0|N380CF|+
|Jan 29, 2016||Cessna 425 Conquest|Windhoek-Hosea Kutako, Khomas Region|3|V5-MJW|+
|Jan 28, 2016||McDonnell Douglas MD-83|Mashhad, Razavi Khorasan|0|EP-ZAB|+
|Jan 28, 2016||Cessna 208A Caravan|Whitsunday Island, Queensland|0|VH-WTY|+
|Jan 18, 2016|Donald L. Baker|Cessna 525 CitationJet CJ1|Cedar Fort, Utah|2|N711BX|+
|Jan 6, 2016|PlaneSense|Pilatus PC-12|Savannah, Georgia|0|N978AF|+
|Jan 3, 2016||Beechcraft 90 King Air|Paraty, Rio de Janeiro|2|PP-LMM|+
|Jan 2, 2016||Cessna 208B Grand Caravan|Anaktuvuk Pass, Alaska|0|N540ME|+
|Dec 24, 2015|North Mississippi Pulmonology Clinic|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Corinth-Roscoe Turner, Mississippi|0|N891CR|+
|Dec 23, 2015||Beechcraft Beechjet 400|Telluride, Colorado|0|XA-MEX|+
|Dec 22, 2015||Beechcraft 200 Super King Air|New Delhi-Indira Gandhi, National Capital Territory of Delhi|10|VT-BSA|+
|Dec 21, 2015||Embraer ERJ-190|Kupang, East Nusa Tenggara|0|PK-KDC|+
|Dec 15, 2015||Boeing 737-300|Nashville-Intl, Tennessee|0|N649SW|+
|Dec 10, 2015|Airsea Charters|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Omaha-Eppley, Nebraska|1|N145JR|+
|Dec 8, 2015||Cessna 340|Augsburg, Bavaria|0|D-IBEL|+
|Nov 26, 2015||Boeing 737-300|Mexico City-Benito Juarez, Federal District of Mexico City|0|XA-UNM|+
|Nov 22, 2015||Boeing 737-300|Osh, Osh City|0|EX-37005|+
|Nov 21, 2015|Three T’s Auto Sale|Piper PA-31-310 Navajo|Guatemala City-La Aurora, Guatemala|0|C6-TAK|+
|Nov 17, 2015||Cessna 402|Acandí, Chocó|2|HK-4981G|+
|Nov 16, 2015||Learjet 60|Zihuatanejo, Guerrero|0|XA-UQP|+
|Nov 14, 2015|WWSL Inc. Trustee|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Buttles Farm, Somerset|4|N186CB|+
|Nov 10, 2015||BAe 125|Akron-Canton, Ohio|9|N237WR|+
|Nov 9, 2015|Legal Airways|Cessna 441 Conquest|Climax, Georgia|2|N164GP|+
|Nov 3, 2015||Boeing 737-400|Lahore-Allama Muhammad Iqbal, Punjab (پنجاب)|0|AP-BJO|+
|Oct 26, 2015||Piper PA-31-350 Navajo Chieftain|Weston, Florida|0|N55GK|+
|Oct 26, 2015||Boeing 737-400|Johannesburg-Oliver Reginald Tambo (Jan Smuts), Gauteng|0|ZS-OAA|+
|Oct 23, 2015||Boeing 737-300|Cuzco-Alejandro Velasco Astete, Cuzco|0|OB-2040-P|+
|Oct 15, 2015|Paul R. Boak|Comp Air CA-8|Ray, Michigan|0|N224MS|+
|Oct 14, 2015|Aero One|Cessna 421B Golden Eagle II|Hammond-Northshore, Louisiana|2|N33FA|+
|Oct 14, 2015||Cessna 208B Grand Caravan|Yumbo, Valle del Cauca|3|PR-MIC|+
|Oct 12, 2015||Airbus A300|Afgooye, Shabeellaha Hoose (شبيلي السفلى)|0|SU-BMZ|+
|Oct 3, 2015||Beechcraft 200 Super King Air|Stapleford, Essex|2|G-BYCP|+
|Oct 2, 2015||De Havilland DHC-6 Twin Otter|Mt Bajaja, South Sulawesi|10|PK-BRM|+
|Oct 2, 2015||Lockheed C-130 Hercules|Jalalabad, Nangarhar|14|08-3174|+
|Sep 30, 2015||De Havilland DHC-8-400 (Dash-8)|Saarbrücken, Saarland|0|LX-LGH|+
|Sep 25, 2015||Cessna 550 Citation Bravo|Lismore, New South Wales|0|VH-FGK|+
|Sep 24, 2015||Cessna 421B Golden Eagle II|Ozren, Republika Srpska|1|YU-BSW|+
|Sep 21, 2015|James R. Metzger|Rockwell Grand Commander 680|Boise, Idaho|0|N222JS|+
|Sep 15, 2015||Piper PA-31-350 Navajo Chieftain|Thompson, Manitoba|0|C-FXLO|+
|Sep 15, 2015||De Havilland DHC-3 Otter|Iliamna, Alaska|3|N928RK|+
|Sep 11, 2015|Heliblack|Piper PA-60 Aerostar (Ted Smith 600)|San Pedro de los Milagros, Antioquia|2|N164HH|+
|Sep 5, 2015||BAe 125|Atlantic Ocean, All World|7|6V-AIM|+
|Aug 31, 2015||Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Cannes, Alpes-Maritimes|0|D-ESPE|+
|Aug 28, 2015||Boeing 737-300|Wamena, Special Region of Papua|0|PK-BBY|+
|Aug 26, 2015||Cessna 550 Citation II|Charallave-Óscar Machado Zuloaga, Miranda|0|YV3125|+
|Aug 23, 2015||De Havilland DHC-2 Beaver|Les Bergeronnes, Quebec|6|C-FKRJ|+
|Aug 21, 2015|UF Equipment|Eclipse EA500|Danbury, Connecticut|0|N120EA|+
|Aug 20, 2015||Let L-410|Červený Kameň, Trenčín Region|3|OM-SAB|+
|Aug 20, 2015||Let L-410|Červený Kameň, Trenčín Region|4|OM-ODQ|+
|Aug 16, 2015||Beechcraft 100 King Air|Margaree, Nova Scotia|0|C-FDOR|+
|Aug 16, 2015||ATR42-300|Oksibil, Special Region of Papua|54|PK-YRN|+
|Aug 16, 2015||Rockwell Sabreliner 60|San Diego-Brown Field, California|4|N442RM|+
|Aug 16, 2015||Cessna 441 Conquest|Cape Town, Western Cape|5|V5-NRS|+
|Aug 12, 2015||PAC 750XL - Pacific Aerospace Corporation|Ninia, Special Region of Papua|1|PK-KIG|+
|Aug 9, 2015||De Havilland DHC-2 Beaver|Barkárdal, Northeastern Region (Norðurland eystra)|1|N610LC|+
|Aug 9, 2015|James L. Bostwick|Cessna 421B Golden Eagle II|Clovis, New Mexico|0|N726JB|+
|Aug 8, 2015||Cessna 402|Cajicá, Cundinamarca|3|HK-4990|+
|Aug 7, 2015|Majestic Air|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Saranac Lake-Adirondack, New York|4|N819TB|+
|Aug 1, 2015||PZL-Mielec AN-2|Stăncuța, Brăila|1|YR-PEG|+
|Jul 31, 2015|Salem Aviation (Saudi Arabia)|Embraer EMB-505 Phenom 300|Blackbushe, Hampshire|4|HZ-IBN|+
|Jul 29, 2015|Trustey Management Corporation|Socata TBM-700|Milwaukee-Lawrence J. Timmerman, Wisconsin|2|N425KJ|+
|Jul 27, 2015||Embraer C-95 Bandeirante|Lagoa Santa AFB (Belo Horizonte), Minas Gerais|0|2326|+
|Jul 26, 2015||Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Tokyo-Chōfu, Kantō|3|JA4060|+
|Jul 24, 2015||ATR72-200|Yangon-Mingaladon, Yangon Region|0|XY-AIH|+
|Jul 22, 2015|DLM Holding Group|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Oshkosh, Wisconsin|0|N4BP|+
|Jul 17, 2015||Cessna 207 Skywagon/Stationair|Point Howard, Alaska|1|N62AK|+
|Jul 2, 2015||De Havilland DHC-6 Twin Otter|Kuredu Island, North Central Province|0|8Q-MAN|+
|Jun 25, 2015||De Havilland DHC-3 Otter|Ella Lake, Alaska|9|N270PA|+
|Jun 20, 2015|Jorge Alberto Rodas Estrada|Cessna 303 Crusader|Serranía del Baudó, Chocó|1|HK-4677-G|+
|Jun 8, 2015|Swat Technology|Hawker 800XP|Port Harcourt, Rivers|0|N497AG|+
|Jun 7, 2015||Beechcraft 90 King Air|Belo Horizonte-Pampulha-Carlos Drummond de Andrade, Minas Gerais|3|PR-AVG|+
|May 30, 2015||Cessna 207 Skywagon/Stationair|Bethel, Alaska|1|N1653U|+
|May 7, 2015||Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Spokane-Felts Field, Washington|2|N962DA|+
|Apr 24, 2015|Servicios Aéreos Corporativos|Pilatus PC-12|Ciudad Acuña-El Bonito, Coahuila|0|XA-BLU|+
|Apr 14, 2015||Airbus A320|Hiroshima, Chūgoku|0|HL7762|+
|Apr 13, 2015||Swearingen SA226 Metro II|Mount Seymour, British Columbia|2|C-GSKC|+
|Apr 7, 2015|Make it Happen Aviation|Cessna 414 Chancellor|Bloomington, Illinois|7|N789UP|+
|Apr 3, 2015|FMBZ A. I. Burnazyan (Federal Medical Biophysical Center)|Antonov AN-74|Barneo Ice Camp, Arkhangelsk oblast|0|RA-74056|+
|Mar 29, 2015||Airbus A320|Halifax-Stanfield, Nova Scotia|0|C-FTJP|+
|Mar 25, 2015|Agrotekhservice|PZL-Mielec AN-2|Promin, Volyn Oblast|2|UR-62681|+
|Mar 24, 2015||Airbus A320|Prads-Haute-Bléone, Alpes-de-Haute-Provence|150|D-AIPX|+
|Mar 19, 2015||Beechcraft 90 King Air|Laguna del Sauce, Maldonado|10|LV-CEO|+
|Mar 8, 2015||De Havilland DHC-8-400 (Dash-8)|Hubli, Karnataka|0|VT-SUA|+
|Mar 5, 2015||McDonnell Douglas MD-88|New York-LaGuardia, New York|0|N909DL|+
|Mar 4, 2015||Airbus A330|Kathmandu-Tribhuvan, Bagmati|0|TC-JOC|+
|Feb 22, 2015|Michael J. Clements|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Spokane-Felts Field, Washington|1|C-GVZW|+
|Feb 4, 2015|Del Air Enterprises II|Cessna 441 Conquest|Denton, Texas|1|N441TG|+
|Feb 4, 2015|Daedalus Air|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Lubbock, Texas|1|N301D|+
|Feb 4, 2015||ATR72-600|Taipei-Songshan, Taipei City (臺北市)|43|B-22816|+
|Feb 2, 2015||Bae Jetstream 41|Rhodes-Diagoras, South Aegean / Νότιο Αιγαίο|0|SX-DIA|+
|Jan 30, 2015||Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Sézenove, Geneva|1|N246PR|+
|Jan 18, 2015||Antonov AN-26|Abu Adh Dhuhur, Idlib Governorate (مُحافظة ادلب‎)|30|YK-AND|+
|Jan 17, 2015|Challenger Aero Corporation Metro Manila|Bombardier Global 5000|Tacloban, Leyte|0|RP-C9363|+
|Jan 15, 2015||Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Donaueschingen-Villingen, Baden-Württemberg|0|D-EMBZ|+
|Jan 3, 2015||Antonov AN-26|Magadan-Sokol, Magadan oblast|0|RA-26082|+
|Dec 24, 2014||Cessna 207 Skywagon/Stationair|Piedecuesta, Santander|7|HK-4892|+
|Dec 12, 2014||Antonov AN-26|Obo, Haut-Mbomou|0|UP-AN608|+
|Dec 8, 2014|Sage Aviation|Embraer EMB-500 Phenom 100|Gaithersburg, Maryland|6|N100EQ|+
|Dec 3, 2014|American King Air|Cessna 340|Riyadh-King Khaled, Manţiqat ar Riyāḍ (منطقة الرياض)|0|N340JC|+
|Nov 24, 2014|World Heir|Gulfstream GIII|Biggin Hill, London Metropolis|0|N103CD|+
|Nov 23, 2014||Rockwell Aero Commander 500|McDade, Texas|1|N14AV|+
|Nov 21, 2014||Embraer EMB-500 Phenom 100|Houston-Sugar Land, Texas|0|N584JS|+
|Nov 20, 2014||Cessna 207 Skywagon/Stationair|La Molina, Lima|3|PNP-248|+
|Nov 18, 2014||Rockwell Aero Commander 500|Chicago-Midway, Illinois|1|N30MB|+
|Nov 9, 2014|Diplomat Aviation|Learjet 35|Freeport, West Grand Bahama|9|N17UF|+
|Oct 30, 2014|Gilleland Aviation|Beechcraft 200 Super King Air|Wichita-Dwight D. Eisenhower (Mid-Continent), Kansas|4|N52SZ|+
|Oct 29, 2014||Short 360|Sint Maarten, Dutch Antilles|2|N380MQ|+
|Oct 20, 2014||Dassault Falcon 50|Moscow-Vnukovo, Moscow oblast|4|F-GLSA|+
|Oct 13, 2014|Grand River Emergency Department Consultants|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Dubuque, Iowa|1|N9126V|+
|Oct 12, 2014|IRIPA - Islamic Republic of Iran Police Aviation|Rockwell Grand Commander 690|Zahedan, Sistan and Baluchestan|7|1405|+
|Oct 5, 2014|TBM 850 536|Socata TBM-850|Fayetteville, Georgia|0|N536EM|+
|Sep 25, 2014||Beechcraft 90 King Air|Oneida-Scott, Tennessee|0|N211PC|+
|Sep 20, 2014||De Havilland DHC-6 Twin Otter|Port Moresby, National Capital District|4|P2-KSF|+
|Sep 14, 2014|Tango Jet|Beechcraft 300 Super King Air|Nordelta, Buenos Aires province|2|LV-WLT|+
|Sep 10, 2014|David Anderson|Piper PA-61 Aerostar (Ted Smith 601)|Austin-Bergstrom, Texas|1|N711YM|+
|Sep 3, 2014|Philburto Aviation|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Cortez, Colorado|0|N747TH|+
|Aug 31, 2014|Real Estate School|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Erie, Colorado|5|N228LL|+
|Aug 27, 2014|Amigos Aviation|Cessna 421C Golden Eagle III|Las Cruces, New Mexico|4|N51RX|+
|Aug 18, 2014|Aqua Sun Investments|Cessna 340|Freeport, West Grand Bahama|4|N340MM|+
|Aug 16, 2014||Piper PA-31-310 Navajo|Grand Manan Islands, New Brunswick|2|C-GKWE|+
|Aug 15, 2014|Lawrence R. Liptack|Cessna 414 Chancellor|Bowie, Texas|2|N127BC|+
|Aug 13, 2014||Cessna 560XLS Citation Excel|Santos, São Paulo|7|PR-AFA|+
|Aug 1, 2014|ETS Aviation|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Statesville, North Carolina|0|N472ST|+
|Jul 26, 2014|Max Two|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Clayton, Georgia|1|N248SP|+
|Jul 24, 2014||McDonnell Douglas MD-83|Gossi, Tombouctou|116|EC-LTV|+
|Jul 23, 2014||ATR72-500|Magong, Penghu County (澎湖縣)|48|B-22810|+
|Jul 19, 2014||PAC 750XL - Pacific Aerospace Corporation|Golgubip, Western (Fly)|0|P2-RNB|+
|Jul 6, 2014|Domestic Airways|Britten-Norman Islander|Monkey Mountain, Potaro-Siparuni|0|8R-GGY|+
|Jul 2, 2014||Fokker 50|Nairobi-Jomo Kenyatta (ex Embakasi), Nairobi City District|4|5Y-CET|+
|Jun 25, 2014|BECS LLC|Beechcraft 90 King Air|Houston-Municipal, Mississippi|0|N800MK|+
|Jun 23, 2014||Learjet 35|Olsberg, North Rhine-Westphalia|2|D-CGFI|+
|Jun 18, 2014|Flying Lazy|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|Lehman, Texas|3|N2428Q|+
|Jun 18, 2014|Synfuels Holdings Finance|IAI 1124 Westwind|Huntsville, Alabama|3|N793BG|+
|Jun 17, 2014|Paul C. Ehlen|Grumman G-21A Goose|Sula, Montana|1|N888GG|+
|Jun 13, 2014|Richard Rockefeller|Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class)|White Plains-Westchester County, New York|1|N5335R|+
|Jun 13, 2014||Cessna 525 CitationJet CJ1|Aruanã, Goiás|0|PP-PIM|+
|Jun 8, 2014||PZL-Mielec AN-2|Olsztyn, Warmian-Masurian Voivodeship (Warmińsko-Mazurskie)|0|SP-FDZ|+
|May 31, 2014|SK Travel|Gulfstream GIV|Bedford-Laurence G. Hanscom Field, Massachusetts|7|N121JM|+
|May 27, 2014||Beechcraft 200 Super King Air|Carmelo, Colonia|5|LV-CNT|+
|May 17, 2014||Rockwell Shrike Commander 500|Fort Huachuca, Arizona|1|N40TC|+
|May 10, 2014||Cessna 207 Skywagon/Stationair|Page, Arizona|1|N7311U|+
|May 8, 2014||Boeing 737-400|Kabul, Kabul|0|YA-PIB|+
|May 8, 2014||Douglas DC-3|San Vicente del Caguán, Caquetá|5|HK-4700|+
|May 3, 2014||Piper PA-31-310 Navajo|Coromoro, Santander|2|C-GSVM|+
|Apr 19, 2014|Lineas Aéreas Comerciales (LACSA)|BAe 125|Saltillo, Coahuila|8|XA-UKR|+
|Apr 9, 2014||Quest Kodiak 100|Doyo Baru, Special Region of Papua|2|PK-SDF|+
|Apr 8, 2014||Cessna 208B Grand Caravan|Kwethluk, Alaska|2|N126AR|+
|Mar 27, 2014||Beechcraft 200 Super King Air|Chandigarh, Chandigarh|0|VT-HRA|+
|Mar 22, 2014||Socata TBM-700|Ridgway Reservoir, Colorado|5|N702H|+
|Mar 19, 2014||Piper PA-61 Aerostar (Ted Smith 601)|Aurora, Colorado|1|N90464|+
|Mar 15, 2014||Cessna 303 Crusader|Barcelonnette-Saint-Pons, Alpes-de-Haute-Provence|0|N303W|+
|Mar 14, 2014|Mardon Inc.|Cessna 402|Stuart-Witham Field, Florida|0|N419AR|+
|Mar 13, 2014||Airbus A320|Philadelphia, Pennsylvania|0|N113UW|+
|Mar 12, 2014||Beechcraft 90 King Air|Villavicencio, Meta|5|HK-4921|+
|Mar 3, 2014||Dassault Falcon 20|Kish Island, Hormozgān|4|EP-FIC|+
|Mar 3, 2014||Beechcraft 90 King Air|Guasdualito, Apure|0|-|+
|Feb 27, 2014|Affordable Casket Outlet|Partenavia P.68|Panda Ranch (Molokai), Hawaii|0|N947MZ|+
|Feb 26, 2014||Piper PA-31-350 Navajo Chieftain|Lanai, Hawaii|3|N483VA|+
|Feb 19, 2014|TDC Aviation|Beechcraft 100 King Air|Pearland, Texas|1|N811BL|+
|Feb 17, 2014|Global Airlift|Avro 748|Rubkona, Unity (الوحدة)|1|5Y-HAJ|+
|Feb 16, 2014||De Havilland DHC-6 Twin Otter|Dihidanda, Lumbini|18|9N-ABB|+
|Feb 15, 2014||Cessna 501 Citation I|Stella Maris, Long Island|0|C-GKPC|+
|Feb 11, 2014||Lockheed C-130 Hercules|Aïn Kercha, Oum el-Bouaghi|76|7T-WHM|+
|Feb 4, 2014||PAC Cresco 08-600 (08-750)|Otane, Hawke's Bay Regional Council|0|ZK-LTE|+
|Feb 3, 2014||Cessna 525 CitationJet CJ1|Elk City, Oklahoma|0|N61YP|+
|Feb 3, 2014|Mid Kansas Agri Company|Rockwell Gulfstream 690C Jetprop 840|Bellevue, Tennessee|4|N840V|+
|Feb 3, 2014||Beechcraft 90 King Air|Lanseria, Gauteng|3|ZS-CLT|+
|Jan 29, 2014||Piper PA-31-310 Navajo|Aldinga, South Australia|0|VH-OFF|+
|Jan 29, 2014||De Havilland DHC-8-200 (Dash-8)|Ilulissat, Qaasuitsup Kommunia|0|OY-GRI|+
|Jan 28, 2014||Saab 2000|Paris-Roissy-CDG, Val-d'Oise|0|HB-IZG|+
|Jan 27, 2014||Beechcraft 90 King Air|Columbia, California|0|N350WA|+
|Jan 22, 2014||Antonov AN-24|Moscow-Domodedovo, Moscow oblast|0|RA-46473|+
|Jan 18, 2014||Douglas DC-9|Saltillo, Coahuila|0|XA-UQM|+
|Jan 12, 2014|Theo Steil|Cessna 501 Citation I|Trier-Föhren, Rhineland-Palatinate|4|N452TS|+
|Jan 5, 2014||Airbus A320|Jaipur, Rajasthan|0|VT-ESH|+
|Jan 5, 2014|Vineland Corporation Company|Canadair CL-601 Challenger|Aspen-Pitkin County-Sardy Field, Colorado|1|N115WF|+
|Dec 28, 2013||Piper PA-31-310 Navajo|Port Raúl Marín Balmaceda, Región Aysén del General Carlos Ibáñez del Campo|0|CC-CMM|+
|Dec 26, 2013||Antonov AN-12|Irkutsk-2 (Northwest/Vostochny), Irkutsk oblast|9|12162|+
|Dec 22, 2013||Boeing 747-400|Johannesburg-Oliver Reginald Tambo (Jan Smuts), Gauteng|0|G-BNLL|+
|Dec 17, 2013||Raytheon 390 Premier I|Atlanta-Fulton County-Brown Field, Georgia|2|N50PM|+
|Dec 4, 2013||Boeing 747-200|Abuja, Abuja Federal Capital Territory|0||+
|Dec 4, 2013||Britten-Norman Islander|Aldeia Pikany, Pará|5|PT-WMY|+
|Dec 3, 2013|Frits G. H. Abbing|Rockwell Grand Commander 680|Crescent City, Florida|0|N71DF|+
|Dec 2, 2013||Swearingen SA227 Metro III|La Alianza, All Puerto Rico|2|N831BC|+
|Nov 30, 2013|Namibian Air Force|Antonov AN-26|Omega AFB, Kavango Region|0|NAF-3-642|+
|Nov 29, 2013||Cessna 208B Grand Caravan|Saint Mary's, Alaska|4|N12373|+
|Nov 29, 2013||Embraer ERJ-190|Divundu, Kavango Region|33|C9-EMC|+
|Nov 19, 2013||Socata TBM-700|Mouffy, Yonne|6|N115KC|+
|Nov 17, 2013||Boeing 737-500|Kazan, Republic of Tatarstan|50|VQ-BBN|+
|Nov 10, 2013|Anasazi Winds|Mitsubishi MU-2 Marquise|Owasso, Oklahoma|1|N856JT|+
|Nov 3, 2013||Swearingen SA227 Metro III|Riberalta, Beni|8|CP-2754|+
|Nov 3, 2013||Britten-Norman Islander|Devils'Hole, Channel Islands|0|G-CIAS|+
|Nov 1, 2013|J & G Aviation|Beechcraft 90 King Air|Springdale, Arkansas|2|N269JG|+
|Oct 26, 2013||Antonov AN-2|Tayozhny, Krasnoyarsk Krai|2|-|+
|Oct 19, 2013||Pilatus PC-6 (Porter & Turbo Porter)|Namur, Namur|11|OO-NAC|+
|Oct 19, 2013||ATR42-300|Madang, Madang|0|P2-PXY|+
|Oct 16, 2013||ATR72-600|Pakse, Champasak Province|49|RDPL-34233|+
|Oct 14, 2013||Cessna 208B Grand Caravan|Loreto, Baja California Sur|14|XA-TXM|+
|Oct 10, 2013||De Havilland DHC-6 Twin Otter|Kudat, Sabah|2|9M-MDM|+
